,Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date,mural,sculpture,community,outdoor,public,communities,park,is_public_art
59,"Dialogue, Inc.",,Visual Arts,Arts Learning,00-4100-8085,Columbus,OH,43216-2572,"To support the development of an annual children's magazine dedicated to the visual arts for the Midwest region. Tentatively titled ""smART,"" the publication will be targeted to rural sixth-graders who do not typically have access to museums and galleries.",2000,15,10000,2000-04-01,2002-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,"Dialogue, Inc.",,Visual Arts,Creativity / Presentation,99-4100-5014,Columbus,OH,43216-2572,"To support publication of the ""Focus"" section in each of six issues of this regional art journal. Each section will highlight a particular community or topic through a series of feature articles.",1999,15,10000,1999-05-01,2000-04-30,0.0,0.0,0.15181541538029966,0.0,0.0,0.0,0.0,1
61,"Dialogue, Inc.",,Visual Arts,Creativity / Presentation,98-4100-5082,Columbus,OH,43216-2572,"To support fees for writers and photographers, and associated costs for the ""Reviews"" section of five issues of Dialogue: the arts in the midwest. Since 1978, Dialogue has served the Midwestern region Ohio, Michigan, Indiana, and Illinois as a journal with feature articles, reviews, calendar and opportunity listings, news regarding gallery and museum openings, and information on grants and deadlines. For the ""Reviews"" section, the executive and managing editors will work with corresponding editors and writers throughout the region to cover events presented at venues ranging from small, alternative spaces and temporary sites to well established museums and art centers. Editors and writers come from throughout the region and have varying levels of education, experience, and expertise. The magazine is sent to subscribers and retail stores via Ingram Periodicals and Ohio Periodical Distributors; it is also committed to a complimentary distribution program reaching underserved areas of the population as well as established art communities in metropolitan areas. The magazine is committed to assisting new writers in developing a critical voice. Each issue of Dialogue reaches approximately 30,000 people.",1998,15,7000,1998-05-01,1999-04-30,0.0,0.0,0.0,0.0,0.0,0.06219122361302961,0.0,1
62,Franklin Park Conservatory Joint Recreation District,aka Franklin Park Conservatory,Visual Arts,Access to Artistic Excellence,08-4100-7039,COLUMBUS,OH,43203-2040,To support the exhibition Bending Nature. The exhibition will include new commissions and existing works by as many as 16 artists in an investigation of traditions in botanical design - both Occidental topiary and Oriental bonsai.,2008,3,35000,2008-01-01,2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,Fuse Factory Electronic and Digital Arts Lab,,Media Arts,Grants for Arts Projects,1892886-34-22,Columbus,OH,43202-2340,"Purpose: To support Frequency Fridays, a performance series of experimental music, new media, and sound art. Additional Project Description: Presented monthly, the series will feature performances by artists who incorporate electronic or digital technology into their work. Select performers will lead workshops for the public on topics such as algorithmic music, projection mapping, and circuit bending. Intended Beneficiaries: The series will benefit general audiences in the Columbus, Ohio, area, as well as artists working with technology. Intended Outcome: Beneficiaries engage with the arts.",2022,12,10000,2022-09-01,2023-06-30,0.0,0.0,0.0,0.0,0.08828182991184981,0.0,0.0,1
64,Gateway Film Foundation,,American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,1901247-66-22,COLUMBUS,OH,43201-1121,"Purpose: To support facilities, safety supplies, and marketing expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,3,150000,2022-07-01,2024-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,"Global Gallery, Inc",,Challenge America,Challenge America,14-7800-7094,COLUMBUS,OH,43214-4042,"To support multidisciplinary ""El Dia de los Muertos"" (Day of the Dead) events at the Highball Halloween Festival. The festival will include workshops and partnerships with organizations such as Latino Arts for Humanity and the Short North Alliance that will assist with targeted outreach and event coordination.",2014,12,10000,2014-01-01,2014-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,"Greater Columbus Arts Council, Inc.",aka Greater Columbus Arts Council,Local Arts Agencies,Art Works,16-6200-7023,Columbus,OH,43215-1809,"To support Art Makes Columbus/Columbus Makes Art, a communitywide arts sector marketing campaign. The campaign will raise awareness of the artistic talent in Columbus and the diverse offerings of arts and cultural organizations. The campaign will make use of a multi-faceted promotion strategy that includes a website, social media, live engagement events, and strategic community partnerships to garner the broadest possible support and awareness. The arts council, in collaboration with the Columbus Cultural Leadership Consortium (comprising some of the largest arts and cultural organizations in the city), will lead the effort.",2016,3,40000,2016-06-01,2017-05-31,0.0,0.0,0.07378391521064884,0.0,0.0,0.0,0.0,1
68,"Greater Columbus Arts Council, Inc.",aka Greater Columbus Arts Council,Design,Mayors Institute on City Design,11-4292-7091,Columbus,OH,43215-1809,"To support a program of temporary public art installations along the riverfront in Columbus, Ohio. In conjunction with upcoming bicentennial celebrations for the city, public art will transform a seven block area surrounding the State House and riverfront to create memorable experiences for workers, citizens, and visitors.",2011,3,150000,2011-09-01,2012-12-31,0.0,0.0,0.0,0.0,0.21605950520108125,0.0,0.0,1
69,"Greater Columbus Arts Council, Inc.",aka Greater Columbus Arts Council,Local Arts Agencies,Challenge America,04-6200-1024,Columbus,OH,43215-1809,"To support Arts CLASSified. This new searchable Web directory highlights providers of community arts education programs within Franklin County, Ohio.",2004,3,25000,2004-08-01,2005-10-31,0.0,0.0,0.17209859463896285,0.0,0.0,0.0,0.0,1
70,"Greater Columbus Arts Council, Inc.",aka Greater Columbus Arts Council,Creative Links: Positive Alternatives for Youth,Creative Links,00-9000-3038,Columbus,OH,43215-1809,"To support a Creative Links project to provide positive alternatives for youth. The partnership brings together Americorp, MLK Community Center and the Greater Columbus Arts Council to create Children of the Future, an after-school and summer program for at-risk children, ages 5 to 12, living in high crime neighborhoods. Artists will use drama, creative writing, dance and visual arts activities to help the children develop skills in critical thinking, communication and conflict resolution as they gain greater awareness of their roles and responsibilities in larger communities.",2000,3,10000,2000-09-01,2001-08-31,0.0,0.0,0.0871829554093609,0.0,0.0,0.11745681453912611,0.0,1
71,Harmony Project Productions Inc.,,Presenting & Multidisciplinary Works,Grants for Arts Projects,1888328-54-22,Columbus,OH,43203-1844,"Purpose: To support multidisciplinary arts education programming and the presentation of a community chorus. Additional Project Description: Weekly arts education sessions will be offered free-of-charge in schools, correctional facilities, and supportive housing facilities. Arts programming will be supplemented by recreational classes and service learning opportunities to foster creativity, responsibility, self-confidence, and community engagement. The project will culminate in public presentations, including a large-scale community chorus. Intended Beneficiaries: The project will benefit Central Ohio communities, including incarcerated individuals, adults with disabilities, students from low-income households, veterans, and individuals who have experienced homelessness. Intended Outcome: Beneficiaries acquire knowledge and skills in the arts.",2022,3,35000,2022-01-01,2022-12-31,0.0,0.0,0.2171096871893592,0.0,0.069783166342235,0.09749999161001979,0.0,1
72,"Holt, Louise",,Literary Arts,Literature Fellowships: Creative Writing,1891288-52-22,Columbus,OH,43202-1246,"Purpose: To support a creative writing fellowship. Additional Project Description: This Fellowship will support activities that contribute to the creative development and artistic growth, including writing, research, and travel of the recipient. Intended Beneficiaries: This fellowship will benefit the recipient. Intended Outcomes: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,12,25000,2022-01-01,2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,Jazz Arts Group of Columbus,,Music,Grants for Arts Projects,1892817-31-22,COLUMBUS,OH,43203-1844,"Purpose: To support an artist residency with NEA Jazz Master Maria Schneider. Additional Project Description: The multi-day residency will include musical performances with Schneider guest-conducting the Columbus Jazz Orchestra (CJO) and hosted by trumpet virtuoso and CJO Artistic Director Byron Stripling. Associated educational activities will include master classes and rehearsals with the Capital University Big Band that will be livestreamed to several area universities; a rehearsal with the Columbus Youth Jazz Orchestra; and rehearsals with the Columbus Jazz Orchestra, as well as a livestreamed interview with Schneider made available to the public on the organization's JAG.TV virtual platform. Intended Beneficiaries: Project activities will benefit local patrons, area high school and college-level music students at several universities, and online audiences through livestreaming. Intended Outcome: Beneficiaries acquire knowledge and skills in the arts.",2022,3,15000,2022-06-01,2023-05-31,0.0,0.0,0.0,0.0,0.05852287803786323,0.0,0.0,1
74,Jazz Arts Group of Columbus,,Music,Access to Artistic Excellence,10-3100-7274,COLUMBUS,OH,43203-1844,"To support the Jazz in the Community component of the Jazz Academy. Programming includes music theory classes, workshops, performance ensembles, a mentorship program, and music business sessions.",2010,3,7500,2010-07-01,2011-06-30,0.0,0.0,0.1703657161841915,0.0,0.0,0.0,0.0,1
75,Jazz Arts Group of Columbus,,Music,American Masterpieces,09-3148-7290,COLUMBUS,OH,43203-1844,"To support performances of Louis Armstrong's music by members of the Columbus Jazz Orchestra. The project will include educational components, artist workshops, and community outreach.",2009,3,22500,2009-10-01,2010-03-31,0.0,0.0,0.20291755226537947,0.0,0.0,0.0,0.0,1
76,Jazz Arts Group of Columbus,,Music,Access to Artistic Excellence,09-3100-7242,COLUMBUS,OH,43203-1844,"To support the Jazz Academy components: jazz in the community and jazz in the schools. Programming includes music theory classes, workshops, performance ensembles, a mentorship program, and music business sessions.",2009,3,10000,2009-07-01,2010-06-30,0.0,0.0,0.15315319833024735,0.0,0.0,0.0,0.0,1
77,Jazz Arts Group of Columbus,,Music,Access to Artistic Excellence,07-3100-7222,COLUMBUS,OH,43203-1844,"To support the inaugural year of a jazz academy. Designed for educating adults as well as children, the academy will offer courses during fall and spring sessions.",2007,3,10000,2008-01-01,2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78,Jazz Arts Group of Columbus,,Music,Access to Artistic Excellence,05-3100-7101,COLUMBUS,OH,43203-1844,To support the creation and presentation of a new work by Jack Clayton for the Columbus Jazz Orchestra. Clayton will provide master classes and coaching to the Columbus Youth Jazz Orchestra and to area high schools and colleges.,2005,3,10000,2005-01-01,2005-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,Jefferson Academy of Music,,Arts Education,Recovery Act,10-5188-7001,Columbus,OH,43210-1122,To support the preservation of jobs that are threatened by declines in philanthropic and other support during the current economic downturn.,2010,3,25000,2009-11-01,2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,Jefferson Academy of Music,,Music,Access to Artistic Excellence,06-3100-7123,Columbus,OH,43210-1122,"To support chamber music presentations and residency activities. Children's concerts, programs in retirement communities, master classes, teacher's forums, and open rehearsals are planned during the residencies.",2006,3,5000,2006-01-01,2007-06-30,0.0,0.0,0.0,0.0,0.0,0.23943154528533755,0.0,1
81,Jefferson Academy of Music,,Music,Creativity / Presentation,02-3100-5090,Columbus,OH,43210-1122,"To support the creation and presentation of a new work for string quartet by composer Donald Harris, including outreach activities. The new work will be premiered by the St. Petersburg String Quartet.",2002,3,5000,2002-01-01,2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,Jefferson Academy of Music,,Challenge America,Challenge America Positive Alternatives for Youth,01-7818-1149,Columbus,OH,43210-1122,To support a partnership project of artist-led activities that provides positive alternatives for youth.,2001,3,10000,2001-06-01,2002-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83,Jefferson Academy of Music,,Music,Creativity / Presentation,98-3100-5128,Columbus,OH,43210-1122,"To support a consortium project involving the Jefferson Academy of Music and the Chamber Music Society of St. Cloud to commission a new work by composer Gunther Schuller for violin, cello, piano, and French horn, to be performed by the Walden Horn Trio with cellist Fred Sherry during residencies in Ohio and Minnesota.",1998,3,5000,1998-04-01,2001-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
84,KIACA,aka KIACA Gallery,Visual Arts,Access to Artistic Excellence,09-4100-7096,Columbus,OH,43201-2406,To support an exhibition series featuring the work of contemporary African American and African diaspora artists. Participating artists will be those who reside or have ties in the Ohio region.,2009,3,10000,2009-06-01,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,Lincoln Theatre Association,,American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,1898846-66-22,COLUMBUS,OH,43215-4203,"Purpose: To support personnel, facilities, safety supplies, and marketing expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,3,100000,2022-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86,Marion Voices Folklife + Oral History,,Folk & Traditional Arts,Grants for Arts Projects,1905680-55-23,COLUMBUS,OH,43214-3320,"Purpose: To support folk arts educational outreach and a traditional arts apprenticeship program. Additional Project Description: A comprehensive folk arts-in-education program will offer K-12 folk arts residencies; an online program for instructing local folk artists in teaching methods; and a workshop, open to all, offering instruction in interview and documentation skills. Additionally, the project will support a pilot folk arts apprenticeship program and a countywide folklife survey. Intended Beneficiaries: The project will benefit K-12 students, teachers, and folk artists in Marion County, Ohio. Intended Outcome: Beneficiaries access arts activities and programming.",2023,12,15000,2023-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,Marion Voices Folklife + Oral History,,American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,1901475-66-22,COLUMBUS,OH,43214-3320,"Purpose: To support personnel and safety supplies expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,12,50000,2022-01-01,2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
88,Maroon Arts Group,,Presenting & Multidisciplinary Works,Grants for Arts Projects,1906385-54-23,Columbus,OH,43203-2201,"Purpose: To support a series of multidisciplinary arts and cultural programming. Additional Project Description: Arts and culture activities will include the creation of murals, an artist residency, workshops, a mobile storytelling station, and arts education offerings. Programming will focus on imagining a future where Black people thrive and are free from oppression. Intended Beneficiaries: The project will benefit the participating artists and general audiences in Columbus, Ohio, with a focus on serving underserved communities. Intended Outcome: Communities are strengthened through systemwide initiatives integrated with the arts.",2023,3,30000,2023-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.26012558560640076,0.0,1
89,Maroon Arts Group,,Presenting & Multidisciplinary Works,Grants for Arts Projects,1888049-54-22,Columbus,OH,43203-2201,"Purpose: To support Deliver Black Dreams, a series of multidisciplinary arts and cultural programming. Additional Project Description: Arts and culture activities will include the creation of murals, an artist residency, documentary screenings, photography exhibitions, and arts education offerings. Programming will focus on imagining a future where Black people thrive and are free from oppression. Intended Beneficiaries: The project will serve underserved communities in Columbus, Ohio. Intended Outcome: Beneficiaries engage with the arts.",2022,3,25000,2022-01-01,2022-12-31,0.0,0.0,0.0,0.0,0.0,0.13881009750802986,0.0,1
90,"Mattawa, Khaled",,Literary Arts,Literature Fellowships: Translation Projects,99-5211-5083,Columbus,OH,43215-0000,"To support the translation from Arabic of poems by Iraqi poet Saadi Youssef. Spanning forty years, the poems will form the first book-length rendition of his work in English.",1999,0,20000,1999-03-01,2000-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91,Ohio Alliance for Arts In Education,aka OAAE,Arts Education,Arts Learning,01-5100-8008,COLUMBUS,OH,43215-6108,"To support a consortium project for an arts assessment in Ohio's schools. The project will further refine, implement and publicize quality arts assessment, adding components for arts organizations, developing demonstration sites and linking arts assessment to student learning and curriculum planning.",2001,3,100000,2001-06-01,2004-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92,Ohio Alliance for Arts In Education,aka OAAE,Arts Education,Other,98-5100-7022,COLUMBUS,OH,43215-6108,"To support the Ohio Arts Education Assessment Project, a consortium effort with the Ohio Arts Council and Department of Education to create, test, refine and disseminate assessment instruments for grades four and eight in dance, drama/theater, music, and visual arts, and to enable Ohio administrators and teachers to plan and conduct arts assessments in their schools and districts In 1996 Ohio's Board of Education approved a new curriculum framework, which calls for both assessment of student progress in the arts and standardized annual district-wide, grade-level tests and ongoing assessment of student progress. Currently, sample assessments are not available, and many school personnel feel at a loss as to how to begin this assessment work due to lack of knowledge, experience, strategies and examples. This awareness led to a series of planning meetings among the consortium partners; this project was developed out of their work together. In Phase 1, assessment writing teams will develop sample instruments, which will be compiled, published and distributed to every elementary and middle school in the state. During Phase 2, a 6-day assessment trainer institute will be developed and conducted to create up to 12 regional, 4-member teams of assessment trainers who will provide peer-to-peer professional development in their regions. In Phase 3, the trainers will conduct workshops in their regions to develop teachers' and administrators' ability to plan and conduct arts assessments.",1998,3,100000,1998-03-01,2001-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),1903745-61-22,COLUMBUS,OH,43215-3414,"Purpose: To support arts programs, services, and activities associated with carrying out the agency’s National Endowment for the Arts-approved strategic plan. Additional Project Description: Funding will support state plan priorities, arts education initiatives, underserved communities, the Poetry Out Loud program, and folk and traditional arts programs. The project includes subgranting activity. Intended Beneficiaries: Residents of the agency’s state, including youth, artists, arts organizations, and the general public will benefit from the award. Intended Outcome: Beneficiaries experience the exchange of artists, artworks, and arts activities.",2022,3,1174300,2022-07-01,2023-09-30,0.0,0.0,0.0,0.0,0.08465638080084191,0.11828062340044816,0.0,1
94,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),1886900-61-21,COLUMBUS,OH,43215-3414,"To support arts programs, services, and activities associated with carrying out the agency’s National Endowment for the Arts-approved strategic plan.",2021,3,1094700,2021-07-01,2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),1863372-61-20,COLUMBUS,OH,43215-3414,"To support arts programs, services, and activities associated with carrying out the agency’s National Endowment for the Arts-approved strategic plan, and subgranting to the nonprofit arts sector in order to preserve jobs and maintain operations to fuel the recovery of the nation’s arts sector from the devastating economic and health effects of the COVID-19 pandemic.",2020,3,1980350,2020-07-01,2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),1856023-61-19,COLUMBUS,OH,43215-3414,"To support arts programs, services, and activities associated with carrying out the agency’s National Endowment for the Arts-approved strategic plan, as well as salaries, administration costs, and related subgranting to the nonprofit arts sector in response to the COVID-19 pandemic.",2019,3,1525150,2019-07-01,2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),1809873-61-18,COLUMBUS,OH,43215-3414,"To support arts programs, services, and activities associated with carrying out your agency’s NEA-approved strategic plan.",2018,3,995800,2018-07-01,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
98,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),17-6100-2045,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities associated with carrying out your NEA-approved State strategic plan,2017,3,965500,2017-07-01,2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),16-6100-2044,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2016,3,983200,2016-07-01,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),15-6100-2037,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities.,2015,3,952000,2015-07-01,2016-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),14-6100-2037,COLUMBUS,OH,43215-3414,"To support Partnership Agreement activities,",2014,3,949700,2014-07-01,2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),13-6100-2056,COLUMBUS,OH,43215-3414,"To support Partnership Agreement activities,",2013,3,894600,2013-07-01,2014-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),12-6100-2039,COLUMBUS,OH,43215-3414,"To support Partnership Agreement activities,",2012,3,980000,2012-07-01,2014-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
104,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),11-6100-2028,COLUMBUS,OH,43215-3414,"To support Partnership Agreement activities,",2011,3,1018100,2011-07-01,2013-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),10-6100-2037,COLUMBUS,OH,43215-3414,"To support Partnership Agreement activities,",2010,3,1141600,2010-07-01,2011-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),09-6100-2036,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2009,3,1023600,2009-07-01,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),09-6188-2119,COLUMBUS,OH,43215-3414,To support arts projects and activities which preserve jobs in the nonprofit arts sector threatened by declines in philanthropic and other support during the current economic downturn,2009,3,353400,2009-04-01,2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),08-6100-2062,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2008,3,971500,2008-07-01,2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),07-6100-2054,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2007,3,817000,2007-07-01,2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
110,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),06-6100-2036,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities.,2006,3,822300,2006-07-01,2007-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111,Ohio Arts Council,,National Initiatives,Poetry Out Loud,06-4557-7055,COLUMBUS,OH,43215-3414,To support state participation in Poetry Out Loud: National Recitation Contest and state-level finals.,2006,3,8000,2005-10-01,2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
112,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),05-6100-2047,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities.,2005,3,738300,2005-07-01,2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
113,Ohio Arts Council,,Folk & Traditional Arts,Access to Artistic Excellence,05-5500-7098,COLUMBUS,OH,43215-3414,"To support continuation of the Ohio Folk Arts Initiative. Core activities will include fieldwork and documentation, the Ohio Heritage Fellowship Program, presentation of folk and traditional artists at the Cityfolk Festival, and support of archival activities for folk arts material collected throughout the state.",2005,3,20000,2005-07-01,2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
114,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),04-6100-2041,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2004,3,767200,2004-07-01,2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115,Ohio Arts Council,,Folk & Traditional Arts,Leadership,04-5500-3060,COLUMBUS,OH,43215-3414,"To support continuation of the Ohio Folk Arts Initiative. Core activities will include fieldwork and documentation, continuation of the Ohio Heritage Fellowship Program, presentation of folk and traditional arts at the Cityfolk Festival, and maintenance of the Web site.",2004,3,20000,2004-07-01,2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
116,Ohio Arts Council,,Folk & Traditional Arts,Leadership,03-5500-3113,COLUMBUS,OH,43215-3414,To support the continuation of the Ohio Folk Arts Initiative. Project activities will include fieldwork/archive updates; festival presentations; continuation of the Ohio Heritage Fellowship Program and Ohio Folk Arts Network; and maintenance of the Web site.,2003,3,20000,2003-07-01,2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),03-6100-2050,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2003,3,744300,2003-07-01,2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118,Ohio Arts Council,,Folk & Traditional Arts,Leadership,02-5500-3086,COLUMBUS,OH,43215-3414,"To support the continuation of the Ohio Folk Arts Initiative. Project activities will include fieldwork and documentation, the creation of an Ohio Heritage Fellowship Program, presentations of Ohio folk/traditional artists at the Cityfolk Festival, and expansion and updating of the Web site.",2002,3,25000,2002-07-01,2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),02-6100-2041,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2002,3,761700,2002-07-01,2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120,Ohio Arts Council,,AccessAbility / Research,Accessibility,02-3041-3005,COLUMBUS,OH,43215-3414,"To support ADA Cultural Access Training workshops, the Artists with Disabilities Professional Development Fund, and technical assistance for accessibility surveys.",2002,3,30000,2002-07-01,2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
121,Ohio Arts Council,,Folk & Traditional Arts,Leadership,01-5500-3107,COLUMBUS,OH,43215-3414,"To support the establishment of an Ohio Heritage Fellows Program, fieldwork, presentations of folk artists, and other related costs. These activities will help to ensure that folk and traditional arts will hold a vital place in the artistic and cultural endeavors of the Arts Council, as well as those carried out by other organizations in the state.",2001,3,15000,2001-07-01,2002-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
122,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),01-6100-2027,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2001,3,707300,2001-07-01,2002-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
123,Ohio Arts Council,,Folk & Traditional Arts,Leadership,00-5500-3015,COLUMBUS,OH,43215-3414,"To support the Ohio Traditional Arts Initiative. This project provides for a folk and traditional arts advisory committee, fieldwork and documentation, presentation of traditional artists at the CITYFOLK Festival and construction of a world wide web site.",2000,3,23000,2000-07-01,2001-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),00-6100-2062,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,2000,3,672800,2000-07-01,2001-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
125,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),99-6100-2039,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities,1999,3,663100,1999-07-01,2000-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
126,Ohio Arts Council,,Folk & Traditional Arts,Leadership,99-5500-3102,COLUMBUS,OH,43215-3414,"To support the Ohio Traditional Arts Initiative. This project provides for an advisory committee, fieldwork and documentation, presentations of a significant number of Ohio folk and traditional artists at the annual CITYFOLK Festival and updating of the World Wide Web site.",1999,3,25000,1999-07-01,2000-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,Ohio Arts Council,,Folk & Traditional Arts,Leadership,98-5500-3123,COLUMBUS,OH,43215-3414,"To support the Traditional Arts Initiative, a project that provides for fieldwork and documentation, an advisory committee, presentations, and publications.",1998,3,21500,1998-07-01,1999-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128,Ohio Arts Council,,State & Regional,Partnerships (State & Regional),98-6100-2027,COLUMBUS,OH,43215-3414,To support Partnership Agreement activities.,1998,3,664600,1998-07-01,1999-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
